No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
627,81,14,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,"“Maka-Diyos, Maka-Bayan, Maka-Tao are the four pillars of:",,,The politics service,,The principle of subsidiary,,The Kabisig Peoples’ Movement,,Public service as a public trust,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,31,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
628,82,14,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,The feudal structure of the Filipino social environment where there are great gaps between the rich and the poor majority develops:,,,Feeling of inferiority,,Low tolerance,,Strong family orientation,,Passivity and dependence,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,32,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
629,83,14,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,The DepEd Values Education framework is called:,,,Prescriptive and can be imposed,,"The subject of education, to learn and be taught",,"The object of education, the center of the curriculum d. Grounded on the rational understanding of the Filipino",,,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,33,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
630,84,15,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,One of the following does not belong to the spiritual faculties of man:,,,Conscience,,Will,,Intellect,,Passion,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,34,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
631,85,15,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which of the following is/are considered the effective child-rearing practice/s? I. Totally accept the child for what she/he is II. Depend strongly the child’s conviction III. Reinforce good behavior by reward IV. Spend time with the child,,,I and IV,,IV only,,I only,,"I, II, and III",,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,35,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
632,86,15,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which of the following value integration approaches is done when the teachers is asked to add an any activity to the lessons plan that a particular value is touched?,,,Unnatural integration,,Natural integration,,Vertical integration,,Eclectic integration,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,36,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
633,87,15,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which of the following situation could the true essence of nationalism be reinforced among the learners using the inculcation approach?,,,Mobilizing the learners to join rallies of national concerns,,Promoting the use of locally made products to help the Philippine economy.,,Providing moral dilemma situation on the issue of going abroad as the OFW’s,,Telling the students to speak in Filipino at all times regardless of the situation,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,37,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
634,88,15,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which of the following is violated by entertainment programs as a vehicle for moral recovery?,,,Non material change,,Technological change,,Social change,,Cultural change,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,38,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
635,90,16,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,"Values formation begins with reality though the external sense, these images of reality are personal through .",,,Careful planning for the training of the child,,Education of the child through his/her environment,,Recognition of the weakness and strengths of the child,,The knowing faculties of internal senses and intellect of the child,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
636,91,16,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which of the following signify human nature according to theory of Hobbes? Human being is:,,,Composed of body and soul,,Physical objects,,Moral agent,,Vegetative,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,,0.96,Ready for Upload,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
637,92,16,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which virtue aids one to face life’s difficulties and trials?,,,Justice,,Prudence,,Temperance,,Fortitude,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,42,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
638,93,16,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,One way to raise one’s level of cognitive consciousness or awareness is to begin thinking with:,,,Teaching as a process,,“if-then” logical paradigm,,Dynamic interaction,,The “Pros-Cons” technique,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,43,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
639,94,16,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,The cognitive aspect of the valuing process wherein the individual has a full understanding of the consequences of each option being considered is:,,,That man’s personhood is transcendent,,The inner worth of the human person,,Each person is endowed with faculty of free choice,,Each individual capable of rising above the materials.,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,44,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
640,96,17,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Values have a social function when:,,,They become the vehicle for the transmission of learning,,"Commonly held values unite families, tribe, societies and nation",,The process is not just cognitive but involves all the faculties of the learner,,They have a direct and immediate relevance to the personal life of the learner,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,46,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
641,97,17,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,The Affective Cognitive Experiences for Self-Direction Methodology:,,,Defend on the learner’s creativity,,Constitute the content of values education,,Increase the teacher’s wealth of experiences,,Make use of the experiential and the confluent learning approaches,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,47,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
642,98,17,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,"At the core of the valuing process is an ongoing process of using one’s Innate capacities and potentials in full, creative and joyful ways called:",,,Self-direction,,Introspection,,Self-actualization,,Symbolic self-completion,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,48,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
643,99,17,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,The supreme and overarching value that characterizes education on the basis of the foregoing philosophy of the human person is:,,,Human personality,,Human dignity,,Human conscience,,Human body,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,49,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
644,100,17,VALUES EDUCATION 100 items.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Reviewers/VALUES EDUCATION 100 items.pdf,Which of the following is/are condition/s to economic efficiency? I. Deep sense of work ethics II. The use of capital for family enterprises III. Accelerated productivity through job efficiency IV. Self-reliance and discipline economy,,,"I, III and IV",,"II and IV c. II, III and IV",,,,I and II,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,50,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
645,1,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,The Filipinos have constituted themselves into a nation – state to pursue the goal of social progress and total human liberation and development of their:,,,Intellectual dimension,,Political dimension,,Moral dimension,,Social dimension,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,1,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
646,2,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"The process of working out a sense of morality through the active structuring of one’s own social experiences, the outcome of which is a preference that is considered desirable or acceptable by a referent group:",,,Values analysis,,Values modification,,Moral development,,Values clarification,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,2,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
647,3,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"Children in this level or moral development conceive the “right” or the “moral” as the literal or strict obedience to rules, that they should submit to these rules as an obligation to power and authority to avoid punishment by elders:",,,The pre-conventional stage,,The heteronymous stage,,The pre-moral stage,,The autonomous stage,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,3,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
648,4,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"Value-laden ideas as that tells about the learners’ behavior such as his attitude, interest, aspirations, worries and beliefs:",,,Value indicators,,Valuing,,Creative goodwill,,Behavior indicators,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,4,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
649,5,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"In layman’s language, the term VALUE means one of the following:",,,To realize a certain urgent demand for something important,,For one or something is worth or what one prize in life,,To have power or vigor to do a specific thing,,Basic attitude and core beliefs,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,5,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
650,6,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,Empowering the person’s will to do good is exercising in him called:,,,Fullness of truth,,Rationalization,,Love and fairness,,Freedom and responsibility,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,6,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
651,7,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"The deepest source of man’s most authentic actions, the most privileged place in which God speaks to him, and the highest peak of the person’s humanity called:",,,Practical judgment,,Spiritually,,Truth and goodness,,Consciousness or central sense,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,7,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
652,8,1,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"The valuing process as a teaching strategy focuses on aspects of one’s own life in general, understands without judging, pursues reflection and:",,,Focuses on a major approach,,Includes illustrating the strategy,,End with the limitation of the approach,,Develops thoughtful self- direction,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,8,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
653,9,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,Developing more complex moral reasoning patterns through successive and sequential stages among learners may be best stimulated through the:,,,Moral development approach,,Cognitive development approach,,Developmental approach,,Moral dilemma strategy,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,9,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
654,10,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"The most flexible and effective strategy in encouraging a person to introspect about his thoughts and ideas, consider other alternatives, and arrive at a purposeful stance for himself and in relation to other called:",,,Discussion,,Moral dilemma,,Total person experimental learning,,Clarifying response,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,10,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
655,11,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"The wisdom or God or the divine reason and will, which directs all the actions and movement of thing:",,,Ethical or moral norm,,Universal moral law,,Eternal law,,Natural law,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,11,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
656,12,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"Values vary in different generation, cultures, and societies and within persons themselves. This means that:",,,Values are dynamic,,Values are transmitted,,Values are learned,,Values are caught from various source,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,12,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
657,13,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"To help the Filipino develop his human potential, contribute to the growth of the Philippine culture and built appropriate structures and institutions is the task of:",,,Education,,Society and nation,,The Philippine Constitution,,Political leaders,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,13,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
658,14,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"In the experiential learning process, which of the following phases encourages students to share their feelings and thoughts with one another?",,,Application phase,,Value processing phase,,Directive phase,,Introspective phase,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,14,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
659,15,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,The teacher becomes a director of value learning and enriches the learning through cognitive and effective inputs:,,,Abstraction,,Activity,,Analysis,,Application,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,15,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
660,16,2,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,One of the reasons mass media play a vital and important role in our society is that called:,,,They have a great role in the formation of Filipino values,,They cater to the uplifted of the common good,,They correct the miseducation of the Filipino’s,,Filipino today are products of media,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,16,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
661,17,3,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,The Filipino’s lack of nationalism and dependence on foreign power is a result of:,,,Of the school fixed curricula,,Some religions are becoming a money making business,,Of the disintegration of families as a basic unit of society,,Of the domination of media and new communication technologies,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,17,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
662,18,3,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,Which of the following statements is the most effective means of acquiring moral values?,,,By reading literature on moral development,,By following the advices given by the significant others,,By listening to significant others for their moral values,,By examining what she/he caught and by reflecting on what she/he learned,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,18,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
663,19,3,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,What is the basic premise in the development of the human being?,,,The development of human being is limitless,,There in a supreme being more powerful than oneself,,The human being’s potential are means to development,,The human being’s endowed with faculties for optimum development,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,19,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
664,20,3,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"When we compare test scores of college students with their cumulative grade point at the time of testing, what kind of validity are we establishing?",,,Criterion related,,Predictive,,Concurrent,,Content,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,20,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
665,21,3,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"Which strategy/technique can bring awareness of what we think, feel, do and also gives an opportunity to get in touch with oneself?",,,Affirmation,,Disclosure,,Introspection,,Centering,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,21,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
666,22,3,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,It is designed to solved the social ills of society through personal transformation and also renewal and no strengthen the moral fiber of the Filipino people:,,,Sustainable development,,Moral recovery program,,People empowerment,,Economic development foundation,,,,D,Correct answer sourced from the PDF answer key: D.,LET Secondary,Values Education,Values Education,3,No,22,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
667,23,4,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,Parents who implement harsh not accompanied by reasoning teach children to be:,,,Insightful about their own behavior,,Moral recovery program,,People empowerment,,Economic development foundation,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,23,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
668,24,4,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,Teaching values in the classroom means that the teacher works on lesson objectives in the _______ domain: I. Affective II. Cognitive III. Psychomotor,,,"I, II and III",,I only,,I and II,,I and III,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,24,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
669,25,4,Values Education Part 1.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 1.pdf,"Excessive money borrowing, malicious gossips and other unworthy practices are actualizations which could directly affect the teacher’s credibility with what group?",,,Community,,Parents,,School officials,,Students,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,25,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
670,1,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,What is best for frustrated teacher to do evaluate his beliefs and values?,,,Self-disclosure,,Affirmation,,Introspection,,Feedback,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,26,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
671,2,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,Which of the following is an indication of a moral person? She/he ________:,,,Is killed to act on his /her own decisions,,Is gifted with emotion to judge which is good and bad,,Sticks to his personal conviction without listening to other,,Is endowed with the faculty to choose to be good and to love,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,27,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
672,3,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,A boy is an attention seeker and always does what pleases his parents. What level of morality?,,,Pre-conventional,,Universal ethical,,Conventional,,Post conventional,,,,C,Correct answer sourced from the PDF answer key: C.,LET Secondary,Values Education,Values Education,3,No,28,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
673,4,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,"To facilitate testing and measurement which provide data for evaluation , objectives in values development are translated into behaviors that are:",,,Cognitive and behavioral,,Reliable and time bound,,"Measurable, observable or describable",,"Specific, measurable and attainable",,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,29,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
674,5,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The ‘Politics of Service “ and the Moral Recovery Program core values are congruent because:,,,They manifest processes of democratization and decentralization,,They affirm the commitment in the Philippine society,,They are designed to draw personal transformation and renewal,,The reinforce the response and contribution of outstanding leaders,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,30,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
675,6,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,"“Maka-Diyos, Maka-Bayan, Maka-Tao are the four pillars of:",,,The politics service,,The principle of subsidiary,,The Kabisig Peoples’ Movement,,Public service as a public trust,,,,A,Correct answer sourced from the PDF answer key: A.,LET Secondary,Values Education,Values Education,3,No,31,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
676,7,1,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The feudal structure of the Filipino social environment where there are great gaps between the rich and the poor majority develops:,,,Feeling of inferiority,,Low tolerance,,Strong family orientation,,Passivity and dependence,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,32,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
677,8,2,Values Education Part 2.pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/H. VALUES EDUCATION/Version 1/Values Education Part 2.pdf,The DepEd Values Education framework is called:,,,Prescriptive and can be imposed,,"The subject of education, to learn and be taught",,"The object of education, the center of the curriculum",,Grounded on the rational understanding of the Filipino,,,,B,Correct answer sourced from the PDF answer key: B.,LET Secondary,Values Education,Values Education,3,No,33,0.96,Duplicate,LET Secondary Values Education Q&A. Correct answer sourced from PDF answer key.
