No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
82,6,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Cement factories can only operate if given a permit by the DENR which guarantee’s:,viability of feasibility study,environment clearance and condition,pollution safety and prevention,environmentally friendly,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
83,6,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The Red Cross humanitarian job is to gather and give needed blood to the needy. Name the universal blood type:,Type O,Type B,Type AB,Type Bt,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
84,6,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,She was asked to make a census of the place. What is she supposed to do?,Gather data on each occupant in each household in the are,Ask residents to make a consensus,Identify strangers in the area,Gather data on people on the area,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
85,6,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The common saying which is accepted in values education is.,values are individual sets of behavior,values are caught not preached,values are dependent on individual and societal standards,values are valueless,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
86,6,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Aling Salita ang nasa talasalitang Filipino na hiram sa Cebuano?,asawa,balay,bahay,bana,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
87,6,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Di padat bayaran ang lahat ng utang sapagkat:,may pababarin silang iba,may iba sa siyang pababayarang,mayroon na siyang pagbabarang iba,may pagbabayaran pang iba,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
88,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Mosquitoes have been identified of having caused illness among children bitten in the morning. This fever is,Asthma,Malaria,Dengue,diarrhea,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
89,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The people of Montalban in Rizal raised protest on the landfill since.,Water seepage would pollute water source,People were disturbed by garbage trucks,Air pollution could not be controlled,Garbage cold be recycled,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
90,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The weather report recorded a temperature of 29C in the morning and 33.5C at two O’clock in the afternoon. How many degrees higher was the afternoon temperature,4.5C,5.8C,6.3C,5.5C,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
91,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Why are Filipino overseas workers considered modern time heroes?,They sacrifice all-the family life and economies just to improve their quality of life.,"They became broad minded, skilled and economically stable.",They have helped stabilize Philippine economy,They come home ready to feast their townmales and friends,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
92,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Hindi naman pangit ang larawan ngunit _____ang kanyang anyo.,pinapuri – puri,kapuri – puri,kapuri-purihan,kapurihan,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
93,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,I have one life to give and I give it al to my country.” This pictures a:,a soldier at war,worker in a cement factory,a policeman on the street,a doctor in the operating room.,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
94,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The endangered species are protected by DENR. All these are concerns of:,Tourism,Industrialization,Urbanization,Terrorism,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
95,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"Abuses to soldiers, women, children an the helpless are attended to by a Commission. Who was the first Commissioner on Human Rights?",Hon. Aurora Recine,Hon. Mary Conception Bautista,Hon. Teofisto Guingona,Hon. Sedfrey Ordonez,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
96,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"A girl receive her report card with the following grades: 93, 88, 80, 86 and 89? Which is average grade?",86,87,86 1/5,88,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
97,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"The meat sent by air cargo is 1,340 pounds. The weight was computed into kilogram determine the kilogram of the cargo.",0090kg,609.09 kg,61 kg,00.908 kg,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
98,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,How do you determine the total length of the clothing materials if there are 7 2/10 meter and 15 4/5 meter available?,18 ½ m,23 m,18 m,18 ¼ m,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
99,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Eight men can paint a 3 unit army school building in 3 days. How many more units will 12 men pain of this building?,½,1 ½,2,1,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
100,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Class interactions is brought about by.,"teacher listens, students listen",question and answer method,teacher talk at all times,teacher student exchange questions and answer,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
101,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,NHA homes were sold to recipients payable in the longest term of:,15 years,25 years,10 years,5 years,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
102,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Values information seminar mandated by the Moral Recovery Program has transformed many government officers,Workshops on values have made Father Damaso’s out of some leaders,Religious leaders are not fulfilled on their moral ascendancy,DECS officials conduct workshops on values to be models by themselves,PNP hierarchy are examples of moral strength,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
103,7,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,There had been plants discovered as effective insect repellants. Which of these plants belong to the group?,Orchids,Gumamela,Bouganvilla,Cosmos,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
104,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Only 682 examinees passed in a Pharmacists Licensure Examination out of 2550 examinees. What is the passing percentage?,26.5%,26%,26.7%,26.8%,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
105,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"A Chinese proverb says, “The virtue with the shortest memory is gratitude. “ This tells of persons who are:",greetful,grateful,careful,hospitable,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
106,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Ang kanyang sinsakyan galling Quipo papuntang Kalookan ay nasa ibabaw. Ito ay ______,jeep,trambiya,bus,LRT,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
107,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,That is the face that caused a thousand ship and men to raise their arms and fight. Who was referred to by the poet?,Helen of Troy,Mary Magdalene,Helen Keller,Cleopatra of the Nile,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
108,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,In the film “ANAK” portrayed a daughter whose values were affected greatly by:,the economics of an overseas mother’s value,the peer groups and society,the confusion of a mother’s role,the absence of a father image,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
109,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The Internal Rice Research Institute in UP Los Baños has introduced varieties of the rice for all seasons. Name the most popular one that was exported in the 70’s.,Dinorado,0 – 5 variety,sampagita,C – 4 variety,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
110,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"Convert this confiscated 8, 000 grams of dangerous drugs into kilograms",8 kg,800 kg,800 kg,80 kg,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
111,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"If April 13 is a Friday, on what day April 21 falls?",Monday,Saturday,Thursday,Friday,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
112,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Almost all nations believe in giving a roof to cover every family’s head. How does the government address this?,Developing housing czars,Creating a cabinet for housing,Establishing homes for middle class families,Driving squatter along river,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
113,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The presence of fake doctors and malpractitioners on medical/heath services are growing in number. Ho may this be discouraged?,Ignore the presence of such persons,Refuse patronage of said services,Take patients to professional medical practitioners,Identifying such personalities and reporting them to authorities,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
114,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Majority of school children have been found with very defective teeth. How does the government address the problem?,Put up the factories for toothbrush,Open up dental clinics in the barangay,Donate toothpaste to every complete elementary school,Subject first grade pupils to early dental treatment,,D,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
115,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"The volume of a gas is inversely proportional to its pressure. When the pressure is 30 cm of mercury, the volume is 600 cubic cm. Find the pressure when the volume is 250 cubic cm.",28 cm of mercury,2.5 cm of mercury,72 cm of mercury,65 cm of mercury,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
116,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Students on the secondary schools are asked to go home when,typhoon no. 3 is raised,typhoon signal no. 1 is raised,typhoon signal no. 2 is raised,there is flood caused by high tide,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
117,8,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,A rice field is divided into four sections. Each section is 25 meters by 38 meters. Get the perimeter of each section.,152 m,126 m,156 m,146 m,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
118,9,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,"To assure healthy banking industry, the Bangko Central has encouraged",selling of stocks to interested buyers,bank Merger,bank closure and declared bankruptcy,bank tie up with foreign banks,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
119,9,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,Hacienda Rosita was to be decided among 22 tenants. Each tenant will be rewarded 6-hectares each. What was the area of Hacienda Rosita?,152 hectares,132 hectares,122 hectares,142 hectares,,B,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
120,9,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,The Department of agriculture noted that only 1/3 of the palay produced are used to advantage. What measure was adapted to save observed harvest wastage?,Palay drying and storage,Rice milling process,Rice transplanting method,Palay exchange and marketing,,A,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
121,9,5. LET GENERAL EDUCATION Q&A WITH ANSWER KEYS.pdf,What does this means? Excuses are for losers….. those who take responsibility for their actins are real winners in life.” This tells of,losers who often fail because they find reasons for losing,a winner can also be a quiter,accountability of ones action tell of bravery,excuses are needed to justify any failure.,,C,,Both,General Education,Cannot Determine,No,,Ready for Upload,Shared Gen Ed LET reviewer; answer key appears at the end of the PDF.
