No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
2530,15,4,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Macky, an 8-year-old child, immediately kisses the hand of his elders whenever he meets them. He learned this value by observing his elder sisters and parents. This pattern of acquiring values is based on this principle.",,,Values are intrinsically motivated.,,Values are taught not caught.,,Values are caught not taught.,,Values are innate.,,,,C,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2531,16,4,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,What is man’s ultimate vocation and destiny according to Paulo Freire?,,,Rationalization,,Humanization,,Secularization,,Deregulation,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2532,17,4-5,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which according to RA 9155 is considered as the “heart of the formal education system”?,,,Pupil,,Teacher,,Classroom,,School,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2533,18,5,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Teacher makes Roel full use of the question-and-answer as a model for discussion. From whom is this question-and-answer method?,,,Kant,,Socrates,,Aristotle,,Plato,,,,B,,LET Secondary,Social Studies,Teaching Strategies,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2534,19,5,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Lyn knows of the illegal gambling that his neighbor is operating. However, he chooses to be quite about it for the fear getting involved in any investigation that this may cause. Which among the following principles of morality does Teacher Lyn fail to apply?",,,Choose what is good and avoid what is evil.,,Choose lesser evil.,,The end justifies the mean.,,The end does not justify the mean.,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2535,20,5,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which among the following pillars of learning aimed for the holistic development and complete fulfilment of man?,,,Learning to Do,,Learning to Live Together,,Learning to Be,,Learning to Know,,,,C,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2536,21,5-6,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Which among the following situations violate the principle of respect? I. Teacher Val tells her student that what teacher Max taught is wrong. II. Teacher Angelique, upon learning what Teacher Val did, asked the students not to attend his class. III. Teacher Jon is giving special favour to students to please the students so that he can get a remarkable result in the evaluation.",,,I and II,,I and III,,II and III,,"I, II and III",,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2537,22,6,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,What pillar of learning is concerned on the material development rather than human development?,,,Learning to Live Together,,Learning to Be,,Learning to Know,,Learning to Do,,,,D,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2538,23,6,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"It is the responsibility of the teacher to promote the cultural and educational heritage of the nation. As such, it is her/her obligation also to convey all of these to the students. In this case, which among the following will make the teacher accomplish this obligation?",,,Use innovation in his teaching,,Implement interactive teaching strategies,,Study the life of the Filipino heroes,,Continue professional education,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2539,24,6-7,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"When all other requirements are met, when should religion is taught in public schools as provided for in the Constitution?",,,Outside regular class hours,,Once a week during lunch break,,Once a week after class hours,,Within the regular class hours,,,,D,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2540,25,7,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"A researcher narrated: I observe that when there is an English-speaking foreigner in class, more often than not, his classmate perceives him to be superior.” To which Filipino trait does this point?",,,Friendliness,,Colonial Mentality,,Hospitality,,Lack of Confidence,,,,B,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2541,26,7,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,The failure of independent study with most Filipino students may be attributed to,,,Unpreparedness for schooling,,Ambivalence,,High degree of independence,,High degree of dependence on authority,,,,D,,LET Secondary,Filipino,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2542,27,7,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,How will you describe the idea of higher education according to Plato?,,,Designed to train and blend gentle and fierce qualities in the individuals and create a harmonious person,,Trains the suitably gifted so that they may be qualified to assume the role of the ruling class,,Makes the soul responsive to the environment,,Helps the soul to search for truth which illuminates it,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2543,28,7-8,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,What does UNESCO mean?,,,"United Nations Educational, Scientific and Cultural Organization",,"United Nations Environmental, Scholar and Cultural Organization",,"United Nations Educational, School and Civic Organization",,"United Nations Environmental, Scholar, and Civic Organization",,,,A,,LET Secondary,Social Studies,Statistics,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2544,29,8,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"The medium/media if instructions in schools during the Spanish era, was/were _____.",,,The vernacular,,English,,Spanish,,Filipino,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2545,30,8,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"The following philosophers are proponents of perennialism, except _____.",,,Robert Hutchins,,Paolo Freire,,Mortimer Adler,,Greeks,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2546,31,8,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which among the following should be developed in the curriculum to counteract the growing number of shooting incident in schools abroad?,,,Inclusion of socio-emotional teaching,,Stress idea to compete on oneself rather than with others,,Emphasizes on cooperative learning rather that of competition to others,,All of the above,,,,D,,LET Secondary,Curriculum Development,Curriculum Models,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2547,32,8,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which among the following describes fully the basis of partnership between community and school?,,,Commonality of interest and success,,Mutual trust for other’s values and perspective,,Admiration of one’s talent and aspirations,,,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Incomplete,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2548,33,8-9,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,How can you best describe the philosophy of Confucius?,,,Moralistic,,Humanistic,,Egoistic,,Idealistic,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2549,34,9,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Most countries outside the Philippines observe _____ high school education.,,,4 years,,5 years,,6 years,,7 years,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2550,35,9,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,The DECS was changed to DepEd because of this RA.,,,RA 7722,,RA 7796,,RA 9155,,RA 7836,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2551,36,9,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,This diagram shows the different positions in the school structure and the different channels available should a person wish to talk to a superior.,,,Chain of command,,Organizational chart,,Officer chart,,Plantilla,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2552,37,9,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Teacher Rochelle affirms that being a teacher is task entrusted to her by this world. She therefore believes that teaching is a _____.,,,Mission,,Profession,,vocation,,Bread butter,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2553,38,9-10,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which of the following is not a teacher’s responsibility?,,,Keep school records,,Write lesson plans,,Conduct dialogue/conference with parents,,Clean the school garden,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2554,39,10,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Who among the following philosophers is against the “banking concept of education”?,,,Paulo Freire,,Neil Noddings,,Allan Bloom,,Jerome Bruner,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2555,40,10,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"A father tells his daughter “You are woman. You are meant for the hoe and so for you, going to school is not necessary.” Is the father CORRECT?",,,It depends on the place where the daughter and father live.,,"Yes, women are meant to be mothers only.",,"No, today women can take the job of men.",,"No, there is gender equality in education.",,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2556,41,10,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"For Aristotle, what aspect(s) of the subjects taught must be given emphasis:",,,Practical aspect,,Theoretical aspect,,Practical and theoretical aspect,,One of the above,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2557,42,10-11,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Who chaired the report “Learning the Treasure Within,” published by the UNESCO in 1996, by the International Commission in Education for the 21st century? This advocates four pillars of education.",,,Edgar Faure,,Paolo Freire,,Harry Broudy,,Jacques Delors,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2558,43,11,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,What does the acronym EFA imply for schools?,,,The acceptance of exclusive schools for boys and girls.,,The stress on the superiority of formal education over that of alternative learning systems,,Practice of inclusive education,,The concentration of formal education system.,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2559,44,11,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"This law express the mandate that the state “shall establish, maintain and support a complete, adequate, and integrated system of education.”",,,RA 7722,,RA 9155,,1987 Constitution,,BP Blg. 232,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2560,45,11,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"This government agency is tasked to identify “centers for excellence” in program areas needed for the development of world-class scholarship, nation-building and development.",,,DepEd,,CHED,,TESDA,,PAASCU,,,,B,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2561,46,11,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,What are the necessary skills needed under the “learning to live together”,,,"Communication, self-control and handling emotions",,"Interpretation of behaviors, problem solving and critical thinking",,"Relationship building and cooperation, negotiation and meditation",,All of the above,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2562,47,11-12,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which of the following is not a characteristic of the Child Friendly School System?,,,Child-centered,,Gender-sensitive,,Promotes good health,,Instills love of country,,,,D,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2563,48,12,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Professor Jerick Tan tends to appoint male students as group leaders. Which of the following biases best applies to Professor Tan’s habit?,,,Group bias,,Work bias,,Result bias,,Gender bias,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2564,49,12,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which of the following situations best depict the role of politics in influencing educational institutions as agents of change in society? I. Filipino students were forced to adopt in English as a medium of instruction during the American regime. II. Filipino students had to learn Japanese during Japanese occupation. III. Filipino students were not allowed to use English during Japanese occupation.,,,III only,,I and II,,II and III,,"I, II, and III",,,,D,,LET Secondary,English,Teaching Strategies,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2565,50,12,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,This educational program promotes among students belonging to a multi-cultural and inter-faith classroom.,,,Indigenous development,,Sectoral solidification,,Multicultural education,,Cultural immersion,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2566,51,12-13,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"“Man by nature is good” according to Confucius, Rousseau and Mencius, this characteristic of man makes him easier to be _____.",,,Motivated,,Taught,,Rewarded,,Respected,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2567,52,13,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which among the following are the basic assumptions of behaviourists? I. All behaviours are shaped by environmental events. II. Man is free and his behaviour can never be shaped by environment. III. The mind of a new born child is ‘tabula rasa’.,,,I only,,II only,,III only,,All of the above.,,,,A,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2568,53,13,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which among the following should be developed in the curriculum to counteract the growing number of shooting incidents in schools abroad?,,,Inclusion of socio-emotional teaching,,Intensify the focus on academic achievement and productivity,,Emphasizes on cooperative learning rather that of competition to others,,All of the above,,,,D,,LET Secondary,Curriculum Development,Curriculum Models,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2569,54,13-14,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Jon knows of the illegal gambling that his neighbor is operating. However, he chooses to be quite about it for the fear getting involved in any investigation that this. Which among the following principles of morality does Teacher Jon fail to comply?",,,,,,,,,,,Choose what is good and avoid what is evil. F. Choose lesser evil. G. The end justifies the mean. H. The end does not justify the mean.,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Incomplete,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2570,55,14,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Teacher Tisha has a death threat over her head. She was asked to pass an undeserving student. In line with the philosophy of utilitarianism, what should Teacher Tisha do?",,,Pass the student. Her life is far important than that of the passing of the undeserving student.,,Pass the student. She is a good teacher and does not deserve to receive a death threat only because of an undeserving student.,,Pass not the student and live to her principle that reward may not be here but in the next life.,,Pass not the student. She does not like someone to always give her a death threat in order to pass.,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2571,56,14,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Which of the following level of educational institutions is not covered by The Code of Ethics for Professional Teachers?,,,Preschool,,Elementary,,Secondary,,Tertiary,,,,D,,LET Secondary,Social Studies,Ethics,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2572,57,14,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,Principal Thea is very much interested in a quality professional development program of her teachers. Which of the following should she consider to realize this?,,,Prescribed by top educational leaders,,Dependent on the availability of funds,,Required for renewal of professional license,,Responsive to identified teachers’ needs,,,,D,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2573,58,14-15,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Mrs. San Rafael is the Principal of Matimbo Elementary School. For her to ensure high standards of teachers’ personal and professional development, which of the following measures should she implement? I. Plans the professional development of her teachers II. Allows each of her teachers to formulate their own professional development III. Monitors her teachers as they implement what they learned in training",,,I only,,I and III,,II and III,,II only,,,,B,,LET Secondary,Social Studies,Child Development,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
2574,59,15,5. Social Dimensions of Education Q&A Drills.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/Social Dimensions of Education/5. Social Dimensions of Education Q&A Drills.pdf,"Aside from being a teacher, Mr. Sandoval is also a community leader. Which of the following should Mr. Sandoval NOT do as a teacher and community leader?",,,Support effort of the community to improve his status in life,,Make himself aloof to ensure that his decisions will not be influenced by community politics,,Solicit donation from philanthropists in the community,,Play an active part in the activities of the community,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer embedded inline.
