No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
13425,10,6-7,Purposive Communication (Essential Notes).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication (Essential Notes).pdf,"Embrace people who are different from you. Gender Sensitivity- refers to the aim of understanding and taking account of the societal and cultural factors involved in gender based exclusion and discrimination in the most diverse spheres of public and private life. Examples of Gender-Neutral words: 1. Ancestors, forebears (instead of forefather) 2. Artificial, manufactured (instead of man-made) 3. Average, ordinary person (instead of common man) 4. Chairperson, coordinator (instead of chairman) 5. Courteous, cultures (instead of ladylike) Checklist for Gender Revisions word: 1. Have you used man or men or words containing one of them to refer to people who may be female? If so, consider substituting another word 2. Do you use any occupational stereotypes? Watch for the use of female pronouns for nurses and male ones for scientists, for example. 3. Do you use language that in any away shows a lack of respect for either sex? 4. Have you used he, him, his, or himself to refer to people who may be female? Political Correctness. means avoiding language and actions that insult, exclude or harm people who are already experiencing disadvantage and discrimination. Examples: • Asking a person about their ‘partner’, instead of using gendered terms like ‘girlfriend/boyfriend’ or ‘husband/wife’. • Not assuming the gender of a person in a certain profession. • Asking someone what their cultural or ethnic background is, rather than asking them where they are from. Here are some words that can be used for Political Correctness: 1. Academic dishonesty (instead of cheating) 2. Black (instead of negra) 3. Comb-free (instead of bald) 4. Differently abled (instead of disabled) 5. Drug dependent (instead of drug addict) 6. Economically marginalized (instead of poor) 7. Elderly or senior (instead of old) 8. Hearing impaired (instead of deaf) 9. Informal settler (instead of squatters)",,,,,,,,,,,,,,,Both,Cannot Determine,Vocabulary,Cannot Determine,No,,0.27,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13426,10,7-15,Purposive Communication (Essential Notes).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication (Essential Notes).pdf,"Outdoor urban (instead of homeless) Why some people think ‘PC culture’ is a bad thing? The argument that being Political Correct prevents freedom of speech is flawed. Freedom of speech gives a person the right to say what they feel, but it also gives other people the right to point out if they are being offensive. Can we have too much of a good thing? Political correctness is intended to help us use language that helps instead of harms. Whether the discrimination comes from racism, homophobia, sexism or transphobia, the bottom line remains the same. ‘Being PC’ just means you understand that your actions affect people who are vulnerable to discrimination. While things can occasionally get out of hand when people forget what certain concepts such as ‘cultural appropriation’ mean, it’s important that we’re all aware of the effects of our actions and words. Lesson 4: Language Varieties Language varies from one social group, situation, and place to another. Variation shows that every speaker does not speak the same way all the time. Language varieties indicate that the speakers are distinct from members of other groups. The factors that influence a speaker's or writer's choice of language vary, and they include the context that surrounds the speaker or writer, the age, gender, and culture. Very often, the choice of language is conscious, and the speaker can switch the language choice depending on such factors. Factors in Language Varieties: Culture- When you think about diversity; you think about the different cultures and languages that you will see. Age- Changes in the speech behavior of individual speakers occur as they get older. Gender- Gender and sexual orientation also affect the language that people use. When studying languages, and honing your communication skills, there is an inherent need to understand the concept of language variation. Given its dynamic nature, languages can be divided into the following subgroups or varieties: standard, dialect, jargons, slangs, colloquial and registers. Standard Language is an official form of Language. Is the way to use language in official and formal situation as in newspapers and public speeches. The core idea of standard language is to codify a public, particularly written language so that it is accessible to every speaker of the language to be used in education, media, and science. (e.g; Public speeches/ announcements, Newspapers and literatures, Educational textbooks) Dialect- this refers to the variety of language common to a particular speech community. Dialects signals where a person comes from. This is a form of language spoken in a particular geographical area or by members of a particular social class on occupational group, distinguished by its vocabulary, grammar, and pronunciation. Dialect vs. Accent Accent refers to the way in which words of a given language are pronounced. Thus, accent is merely a part of dialect. Accent is the smallest category. It falls within the limits of dialect, while both terms fall within the limits of language. Dialect refers to a variation of language someone speaks as their mother tongue, whereas an accent relates to a person’s pronunciation quirks while speaking. Language>Dialect>Accent Jargon refers to the specialized language of a professional or occupational group. While this language is often useful or necessary for those within the group, it is usually meaningless to outsiders. Jargon is the complex language used by experts in a certain discipline or field. This language often helps experts communicate with clarity and precision. Examples: Abduction - to move a limb or some other body part away from the midline of the body Bubblehead - Any person serving on a submarine or in the submarine service. Gross - refers to the total amount or quantity before deductions or expenses. Slang- this is a word or an expression that has been made up or that has taken on a new meaning and is quite popular within certain social or age groups. The words are very often inappropriate for a formal context. slang is a term that refers to informal language that is specific to a particular context or group of people. Examples of slangs: Lit- when something is very good, enjoyable, or exciting, you can say it’s “lit”. To flex- Another way of saying someone is showing off. Shook- When someone is shook it means they are shocked or incredibly surprised. Tea- When someone is “spilling the tea”, it means they are gossiping. To clap back- To respond to another person’s criticism. Colloquial- The informal language used by people in everyday speech. This form of language usage is also known as colloquialism or casualism. Compared to slang, colloquial language is more formal since it does not sound offensive like slang (in some cases). Nevertheless, colloquial language is most appropriate in the conversational form or the speech form. Examples of colloquial: Buzz off- Go away. Be blue- to sulk/to be really sad. Y’all- you all. Wanna/Gonna- Want to/Going to do something. Bamboozle- to deceive someone. Similarities and differences of slangs and colloquial: Both slang and colloquial language are spoken forms of a language, and both use informal vocabulary. While colloquial language is the informal language used by people in everyday speech. Slang is the informal use of language by certain groups of people, specifically teenagers, etc. Register- the way a speaker uses language differently in different circumstances. You use speech appropriate to the person to whom you are speaking and his or her context. Language registers refers to the range of language choices available for use in different situations. This is the scale of formality we use when we write and speak. Lesson 5: Evaluating Messages and/or images Linguistic Landscapes- studies is the investigation of displayed language in a particular space, generally through the analysis of advertisements, billboards, and other signs. -Linguistic landscape is seen as the scene where the public space is symbolically constructed (Ben-Rafael et.al., 2006; Shohamy & Gorter, 2008) Linguistic landscape signs describe the identity of a city and almost ‘speaks the language’ of its inhabitants at a moment in time. Features of Linguistic Landscapes: Geosemiotics- The study of the social meaning of the material placement of signs in the world. ·By signs, we mean to include any semiotic system including language and disclosure. Three main attributes: Interaction order- relates to the social relationship between the actors and the spaces. Place Semiotics- contributed meanings from semiotic systems that exist in the environment. Visual semiotics- involves visual representations and meanings in space. Kinds of Signs: Regulatory signs describe a range of sign that are used to indicate or reinforce traffic laws, regulations or requirements which apply either at all times or at specified times or places upon a street or highway, the disregard of which may constitute a violation, or signs in general that regulate public behavior in places open to the public. Infrastructural if it label things or directs for the maintenance of a building or any infrastructure. Commercial Signs means any sign, display, or device designed, intended or used to encourage or promote purchase or use of goods or services. commercial signs were created to signal locations and inform people in general about services or products being offered at a certain location. Transgressive Signs are put into place without authorization and therefore may be wiped out or removed by the authorities. It is considered transgressive if it violates intentionally or accidentally the conventional semiotics or is in wrong place. Examples of Online Landscapes: -YouTube -Twitter -Memes Lesson 6: TYPES OF COMMUNICATION STRATEGIES Nomination- collaboratively and productively establish a topic which is initiated by the speaker or the sender, the source of the information or message. Restriction- this is the limitation one may have in the communication process, constraining the response or reaction by the speaker and/or the participants involved. Turn-taking-occurs in a conversation when one person listens while the other person speaks, wherein the listener and speaker exchange roles throughout the communication process. Topic control-used to control and prevent unnecessary interruptions and topic shifts and is considered a procedural formality or informality that affects the development of certain topics in the communication process. Topic Shifting- involves moving from one topic to another. In other words, it is where one part of a conversation ends and where another begins. Repair-refers to how speakers address the problems in speaking, listening, and comprehending that they may encounter in a conversation. a self-righting mechanism that addresses or corrects something/someone in a conversation. Termination-refers to the conversation participants ' close initiating expressions that end a topic in a conversation. FACTORS TO CONSIDER IN DEVELOPING COMMUNICATION STRATEGIES  The topic should be introduced in a clear and truthful manner.  The topic should be introduced in a clear and truthful manner.  Convey your message in a comprehensive way.  Know your audience ' s standards  Observe behaviour and perceptions of one another for better communication.  Stick to the topic of the discussion and avoid inserting anything unnecessary or other unrelated.  Use effective conversational transitions in order to shift to a different topic  Openness to criticism Lesson 7: Purposes of Communication, Public Speaking, and Interview",,,Introduction - You need to get the interest and attention of audience.,,Body - seems to organize the body itself.,,"Conclusion - reinforce your central idea. For good delivery, the following elements must be able to taken into coordination; 1. Volume - Adjust your voice to the acoustic of the rooms the size of the audience and the level of the background noise 2. Pitch - avoid sounding monotonous. Used valid inflection of pitch. Words need to deliver in a high pitch, while some low. 3. Rate - Adjust your rate to your vocal attributes, the mood that you are trying to create, the composition of your audience and the nature of the occasion 4. Pauses - Pause at the end of the taught unit. 5. Vocal Variety - change in rate, pitch and volume once in a while and appropriately to give your voice interest and expressiveness. 6. Pronunciation- Practice in front of as many trusted friends and relatives as you can corner. Ask for feedback from them if you are mispronouncing any word. 7. Articulation⁃ Articulative every vowel, syllable, and word properly. Avoid colloquial articulation of words. 8. Movement ⁃ Do not stand rigidly and expressionless from beginning to end. 9. Gestures ⁃ Avoid over choreographed gestures. Think about communicating with your listeners, and your gestures.",,,,,,,,Both,Science,Grammar,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13427,10,15-19,Purposive Communication (Essential Notes).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication (Essential Notes).pdf,"Eye Contact ⁃ It is not enough just to look at your listeners, how you look at them also counts.",,,,,,,"Interview An interview is a two-party interaction in which at least one party has a specific, serious, purpose and that usually involves the asking and answering the questions. Interview plays a central role in the world of work. 1. Employers interview prospective employees or applicants. 2. Supervisors perform appraisal interviews. 3. Human resources personal use exit interviews. 4. Health care providers, attorneys, counselors, and salespeople interview their clients. 5. Police officers journalists and social workers do investigate interviews. 6. Business people and marketing professionals conduct survey interviews. Three common characteristics of interviews: 1. Interviews always involve two parties. 2. Interviewing is always purposeful. 3. There is focus on asking and answering questions. Methods of Interviewing: 1. Live interviews 2. Phone interviews 3. Video or Skype interviews 4. Taped interviews The success of an interview depends on several factors. Primordial of those factors is planning the interview. In planning the interview, Adler (2012) offers the following pieces of advice: 1. Define the goal *Clear as possible 2. Identify and analyze the other party/respondent. *If you can choose an interviewee, you should pick a right person. 3. Prepare a list of topics. *Listing topics will help to achieve your goal. 4. Choose the best interview structure. *Structured interview - allow only a limited range of answers with no follow up. *Unstructured interview- permits the conversation to flow in whatever direction seems most productive. *Moderately structured interview- interviewer prepares a list of topic and anticipates its order, design major questions and possible follow up probes. 5. Consider possible questions. *A good interviewer considers these question types as tools and chooses the right combination to get the right information he or she wants to uncover. 6. Arrange the setting *Setting can dictate the formality and informality of the interview. Guidelines in conducting interview from Adler, et al. (2012): 1. OPEN WITH A GREETING AND AN ORIENTATION. ·Motivate the interviewee to cooperate ·Explain the reason for the interview ·Explain what information is needed ·Clarify any ground rules. ·Mention the approximate length of time of the interview. 2. PERFORM SEVERAL TASKS DURING THE QUESTION AND ANSWER PHASE OF THE DISCUSSION. ·Control and focus the conversation. ·Listen actively. ·Use secondary questions to probe for important information. 3. CLOSE WITH A SATISFACTORY CONCLUSION. ·Review and clarify the results of the interview if needed. ·Establish future actions. ·Conclude with pleasantries. Guides for both interviewee and interviewer in conducting an interview: 1. Formally inform that you will be conducting or attending an interview 2. Being punctual is key in making a good impression. 3. Dress to impress. 4. Always start with a strong handshake. 5. Color your words with kindness. 6. Avoid unnecessary stories. 7. Do not lose eye contact during the interview. 8. The magic word is thank you. Lesson 8: Workplace Communication Communication in Workplace- Exchanging information and ideas within an organization is called workplace communication and it is one of the signs of high-performance culture. Types of Workplace communication: 1. Face to Face Communication 2. Written Communication 3. Phone Communication 4. Body Language and Facial expressions Verbal Communication- The most recommended method of workplace communication since it actually lets you and the person you're talking to communicate and receive information effectively and has a low probability of misinterpretation because validation can occur throughout the discussion as well as the message. Written Communication- This method can be the most challenging because there are less cues as to how the written piece should be interpreted. However, choosing this type whenever verbal communication is not possible due to form distance and etc. Misunderstanding is most likely to occur with the absence of tone, volume, tempo and pitch for voice. Forms of Written Communication: 1. Email 2. Circular 3. Memo 4. Advice 5. Business Correspondence Phone Communication- Tone will be the determining factor in a good or bad phone conversation during phone communications. Because you won't be able to see the person's face, tone will be a good indicator of how they're feeling. Make sure your tone is professional, courteous, and always reflects favorably on the firm. Body Language and Facial Expressions- Body language and facial expressions reinforce the main verbal communication and improve message delivery and understanding. Make sure your body language does not make the other person feel defensive or uncomfortable. A successful conversation is supported by good body language. Importance of Workplace Communication -Effective communication in the workplace is central to all business goals. The ability to effectively communicate in the workplace can boost overall productivity and build a strong team. Employees will be more interested in cooperating and finding the best solution jointly if they consult with one another and consider the perspectives of others. Five important reasons  Innovation  Growth  Effective Communication  Team Building  Giving a Voice to ALL 7 C's of workplace communication  Correct  Consideration  Creativity  Complete  Courtesy  Concise  Clear How can you improve the communication of your workplace?  Start talking first.  Listen and show empathy.  Be prepared for different answers.  Arranging a meeting.  Use simple words.  Prepare what to say.  Avoid unnecessary repetition. Barriers to Communication in Workplace  Cultural barriers  Ineffective Communication  Kinesics  Emotional Distractions  Personality barriers Business Letter- It is a letter in formal language, used when writing from one business organization to another. FORMAT IN WRITING A BUSINESS LETTER 1. The Letter head 2. The reference 3. The date 4. The inside address 5. The Subject and Receiver’s Reference number 6. The salutation 7. The body 8. The Complimentary Close 9. The Signature and Designation",,,,,,,,Both,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13428,10,19,Purposive Communication (Essential Notes).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication (Essential Notes).pdf,The enclosures,,,,,,,,,,,,,,,Both,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.07,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13429,11,19,Purposive Communication (Essential Notes).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication (Essential Notes).pdf,The reference initials,,,,,,,,,,,,,,,Both,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13430,12,19-22,Purposive Communication (Essential Notes).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication (Essential Notes).pdf,"The copy notation The 3 Formats of Business Letter  Block  Indent  Modified Block Types of Business Letters  Cover Letters  Letter of Recommendation  Interview follow-up letter  Offer letter  Sales letter  Letter of Commendation  Letter of Resignation  Thank you letter  Complaint letter  Apology letter  Office memorandum  Request letters  Announcement letter  Welcome letter  Termination letter Memorandum- A document typically used for communication within a company. It can be as formal as a business letter and used to present a report. Purpose: To inform readers of specific information and used to quickly communicate with a wide audience to remind, inform or to communicate ideas. Format of Memo: 1. A memo has a header that clearly indicates who sent it and who the intended recipients are. 2. Pay particular attention to the title of the individual(s) in this section. 3. Date and subject lines are also present, followed by a message that contains a declaration, a discussion, and a summary. 4. In a standard writing format, we might expect to see an introduction, a body, and a conclusion. 5. All these are present in a memo, and each part has a clear purpose. 6. The declaration in the opening uses a declarative sentence to announce the main topic. 7. The discussion elaborates or lists major points associated with the topic, and the conclusion serves as a summary. Lesson 9: Minutes Minutes- is an official written statement of the motions and resolutions taken in a meeting. Types of Minute: Minutes of narration: These minutes will be a concise summary of all discussions which took place, reports received, actions to be taken and decisions made. Minutes of resolution: Minutes of resolution means the written statement of the decisions that have been taken and approved by the participating members of the meeting. What to include?  When did the meeting start and end?  Where did the meeting take place? Was it in real life or over video call?  Who attended the meeting? Who was supposed to attend, but did not show up?  What was the decision made for each agenda item?  What are the next steps for each meeting? Importance of Minutes  The participants to the meetings have a reminder aid.  The minutes say who will do what and when.  They are the starting point of the following meeting.  They are helpful for those absent to know was discussed and what decisions have been taken.  In case of conflicts, they are useful to know what agreements were made. Incident Report An incident report is a formal document that details the facts related to an incident at the workplace. Benefits: 1. Immediate Reinforcement of Actions 2. Hazards and Threats Communication and Awareness 3. Continuous Improvement of Processes Types of Incident Report  Near Miss Reports  Injury and Lost Time Incident Report  Exposure Incident Report  Sentinel Event Report What to Include?  General information  Setting or environment  Affected people  Injuries and the severity  Witnesses  Administered treatment  Property and equipment damages  Events  Actions of people involved during the incident How to Write an Incident Report?  Accurate  Factual  Complete  Graphic  Valid Research Proposal A research proposal is a concise and coherent summary of your proposed research.  The research proposal is your chance to explain the significance of your project to organizations who might wish to fund or otherwise support it. Ideally, it will demonstrate the quality and importance of your project as well as your ability to conduct the proposed research. Contents of a Research Proposal: The main contents of the proposal may be presented under the following headings: (i) Introduction (ii) Review of Literature (iii) Aims and Objectives (iv) Research Design and Methods, (v) Ethical Considerations (vi) Budget, (vii) Appendices (viii) Citations The ff. should be included in writing a Research Proposal:  Title  Background and rationale  Research Question(s)  Research Methodology  Plan of work & Time schedule  Bibliography",,,,,,,,,,,,,,,Both,Cannot Determine,Grammar,Cannot Determine,No,,0.27,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13431,1,2-3,Purposive Communication Full Module.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication Full Module.pdf,ELEMENTS OF COMMUNICATION  The elements of communication are present in any ways of delivery.,,,Psychological barriers These are thoughts that hamper the interpreted message received by the receiver such as dizziness of the listener while the teacher lectures or when the listener is preoccupied by some other things while listening to the speaker.,,"Physical barriers These are stimuli from the environment which disrupt communication, weather or climate conditions and physical health of the communicator.",,Linguistic and cultural barriers Word differences are present in different cultures which may result to ineffective communication.,,Mechanical barriers These are interferences which affect channels to transmit the message such as poor signal or low battery consumption of mobile phones while calling.,,"Feedback An understood message is confirmed through the response of the receiver. Feedbacks may be written, spoken or acted out such as thumbs up given by a listener. f. Environment The sender and receiver’s feelings, mood, place and mindset are called environment. Both sender and receiver have to consider the setting where communication takes place. This factor may also hinder effective communication where barriers may interfere such as noise from the buses or poor signal in phone calls. g. Context The meaning conveyed from the message sent by the sender to the receiver is called context. It is necessary that both the encoder and decoder share common understanding to achieve effective communication. h. Interference Interferences or barriers prevent effective communication. These are factors that hinder the communication process.  The following are the types of barriers in communication:",,,,Both,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13432,2,3-7,Purposive Communication Full Module.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication Full Module.pdf,"COMMUNICATION MODELS Several models in communication are introduced to understand the different settings and contexts in which communication takes place. Since communication happen in different settings whether face-to-face or technological, verbal or non-verbal, these models expose how the process is undergone in different mediums. The earliest model that structures how public speaking is undergone is explained through Aristotle’s model of communication. In this model, Aristotle identified the five elements which compose the communication process which are the speaker, speech occasion, audience and effect. This model is speaker-centered which results the audience as passive. The effect of the speech delivered by the speaker to the audience in an occasion is that either the listeners be persuaded or not; in this case the communication becomes one-way delivery because feedback from the audience is not expected. Technological model of communication process is explained by the proponents Claude Shannon and Warren Weaver known as Shannon-Weaver’s model of Communication (Flores, 2016). This model was developed because of the technological invention of telephone. Six elements of communication are identified in this model: sender, encoder, channel, noise, decoder, receiver, and feedback. In comparison to the basic elements of communication, this model specifies that the sender and encoder do not function similarly. Technologically, in telephone calls the caller functions as the sender while the encoder is the telephone that turns the caller’s voice into series of binary data packages which is sent down to the telephone lines. The telephone wire works as channel and the telephone which the receiver uses to receive the message becomes the decoder and the destination of the call is the receiver. The noise present in the channel may interrupt the communication process which results to poor communication. With this, the receiver may respond that he/she wasn’t able to understand what the caller had sent. The two-way street flow of communication in which a sender and a receiver send back and forth messages was popularized by Charles Egerton Osgood. This model considers communication as circular because both the encoder and decoder take turn in sending the message. Along the process of communication, the recipients filter to interpret the meaning of the words sent to them. The different meanings applied to send messages could become interference in communication known as semantic noise. In the latter years, Wilbur Schramm adapted Osgood’s model and added another element in communication called field of experience. Sneha Mishra (2017) identified culture, social background, beliefs, experiences, values and rules that correspond to this element. With great similarity of the recipients’ field of experience, the greater effective communication is expected. Another circular model that explains communication as a continuous process with no real beginning or end is Eugene White’s Stages of Communication. According to White, it is possible to begin at any stage of the elements outlined in his model because communication is circular which may start at any beginning and ends at any point. The elements in this model are thinking, symbolizing, expressing, transmitting, receiving, decoding, feed backing and monitoring. OSGOOD-SCHRAMM’S MODEL OF COMMUNICATION Learning Materials and Resources for Supplementary Reading Models & Elements of Communication https://www.youtube.com/watch?v=-HXa320iTPY https://www.youtube.com/watch?v=0_QylCztffk https://www.youtube.com/watch?v=FNN9d0PsIQk Assessment Activity 1 Direction: Compose scenarios which describe the different models of communication. Activity 2 Direction: Create a video presentation that depicts the changes of communication through ages. Sourcehttp://veralisteportfolio.weebly.com/uploads/5/5/2/8/55283737/video_integraton _project.pdf EFFECTIVE COMMUNICATION Evaluation Direction: Write an essay on appreciating cultural differences to effective communication. Refer to the criteria below as a guide for organization. References 1. Bernardo, R. (2016). Oral Communication. Pasay City: JFS Publishing Services",,,,,,,,,,,,,,,Both,Assessment of Learning,Vocabulary,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13433,2,7,Purposive Communication Full Module.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication Full Module.pdf,"Johannesen, Richard L. Ethics in Human Communication. 3rd ed. Prospect Heights, Illinois: Waveland Press, Inc., 1990.",,,,,,,,,,,,,,,Both,Cannot Determine,Ethics,Cannot Determine,No,,0.27,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
13434,3,7,Purposive Communication Full Module.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/A. GENERAL EDUCATION/GEN. ED NOTES/PURPOSIVE COMMUNICATION/Purposive Communication Full Module.pdf,"Uychoco, M. and Santos, M. (2017). Communication For Society: Purposive Communication. Sampaloc Manila: Rex Book Store",,,,,,,,,,,,,,,Both,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Incomplete,"Path identifies LET General Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
