No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
4869,447,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,An esoteric lecture,,,something outmoded,,irrefutable proof,,something unnecessary,,understandable only by a selected group,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1974,0.52,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1974.
4870,448,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of the following is used as the generic term for the set of words?,,,rhombus,,square,,quadrilateral,,rectangle,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1975,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1975.
4871,449,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Which of the following propaganda devices is used in the statement? ""Angela Jolie's gorgeous complexion is due to Nivea Cream Soap"".",,,Card stacking,,Testimonial,,Bandwagon,,Glittering generality,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1976,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1976.
4872,450,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"The statement, ""The theater is a lily that inexplicably arises from a jungle of weedy falsities"", uses what figurative language?",,,Simile,,Personification,,Hyperbole,,Metaphor,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1977,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1977.
4873,451,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of the following uses an idiomatic expression?,,,Her face launched a thousand ships,,The road was ribbon of moonlight,,I like to listen to him: he has the gift of the gab,,The branches of the camachile tree bore the brunt of the typhoon's wrath,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1978,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1978.
4874,452,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Veteran : rookie :: journey man __________,,,mentor,,tenderfoot,,follower,,guru,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1979,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1979.
4875,453,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Drain : liquid :: ______________ : ______________,,,quell :: secret,,blanch :: color,,dessicate :: dehydration,,void :: emission,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1980,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1980.
4876,454,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"What technique of analysis is to be used if the researcher wants to determine the pertinent features of certain materials, like the text-based media?",,,Qualitative,,Content,,Discourse,,Structural,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1981,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1981.
4877,455,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of the following does not show that language is creative and recursive?,,,We can make verbs from nouns on rules,,We can communicate with different kinds of animals,,We can expand sentences by using objects and clauses,,We can understand and produce sentences never heard before in our native tongue,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1982,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1982.
4878,456,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of these skills is involved in critical-anytical listening?,,,gathering information from texts,,appreciating the manner of delivery,,understanding the mood expressed in the stories,,identifying the main form the subordinating ideas,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1983,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1983.
4879,457,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Judgmental critical listening means making decisions, EXCEPT on:",,,pronunciation points,,rightness and wrongness,,the way both facts have been presented,,harmfulness and harmlessness of facts and ideas,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1984,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1984.
4880,458,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,What category of listening does distinguishing between facts and opinion/fantasy belong?,,,information,,appreciative,,critical-analytical,,critical judgemental,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1985,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1985.
4881,459,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Examples of presenting minimal pairs for better pronunciation and understanding are shown in:,,,"pen-pin, pan-pun",,"ant-bird, cat-cow",,"am-are, an-ant",,"book-ball, bad-dog",,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1986,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1986.
4882,460,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which of the following statements below is not a characteristics of a covert grammar teaching?,,,Teachers openly present explanations,,New grammar is introduced through an information gap activity,,Teachers do not draw conscious attention to grammatical facts,,"New grammar is practices but attention is drawn on the text and activity, not on grammar.",,,,,,LET Secondary,English,Grammar,Cannot Determine,No,1987,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1987.
4883,460,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which combination is the most effective technique for teaching pronunciation?,,,modeling and imitation,,explanation and practice,,comparison and contrast,,"modeling, explanation, comparison and practice",,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1988,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1988.
4884,461,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which type of plot device end abruptly so that the main characters are left in a difficult situation without offering any resolution or conflict?,,,Foil,,Anti hero,,Cliffhanger,,Archetype,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1989,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1989.
4885,462,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The intensification of the conflict in a story or play is called ______________.,,,exposition,,conflict,,rising action,,complication,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1990,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1990.
4886,463,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Which type of paragraph would this topic sentence be considered? ""The day I won the oratorical title changed my self perception.""",passage_page_01_q463,,Expository,,Narrative,,Descriptive,,Persuasive,,,,,,LET Secondary,English,Grammar,Cannot Determine,No,1991,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1991.
4887,464,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Sound words like bam, bang, booing are examples of _______________.",,,metaphor,,simile,,onomatopoeia,,idiom,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1992,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1992.
4888,465,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,A type of comedy based on a far-fetched humorous situation often with ridiculous or stereotyped character is called ____________.,,,sequel,,simile,,farce,,fable,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1993,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1993.
4889,466,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"""Life is like a roller coaster"" is an example of what figure of speech?",,,Simile,,Personification,,Metaphor,,Hyperbole,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1994,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1994.
4890,467,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Which refers to the use of a word whose sound in some degree imitates or suggests its meaning? Examples, ""Keeping time, time, time; A sort of runic rhyme, To the titinnabulation that so musically wells, from the bells, bells, bells.""",,,Rhyme,,Alliteration,,Rhythm,,Onomatopoeia,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,1995,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1995.
4891,468,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"""It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness..."" In this opening line of the novel ""The Tale of Two Cities"", Charles Dickens uses ___________.",,,didacticism,,Consonance,,juxtaposition,,concession,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1996,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1996.
4892,469,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"""The time is out of joint, o cursed spite That ever I was born to set it right."" The two lines above from Shakespeare's Hamlet use what literary device which is characterized by having two successive rhyming lines in a verse and the same meter to form a complete thought?",,,Couplet,,Assonance,,Free verse,,Meiosis,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1997,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1997.
4893,470,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"Which figure of speech uses exaggeration for special effect like: ""...where the corn grows so tall they have to go up on a ladder to pick the ears off.""?",,,Onomatopoeia,,Alliteration,,Hyperbole,,Metaphor,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1998,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1998.
4894,471,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"In analyzing poetry, one must first understand context. Which among the following is NOT included in a poem's context?",passage_page_01_q471,,"Does the poem belong to a particular period or literary movement? Does the poem relate to imagism, confessional verse, beat movement, the Harlem Renaissance, the Civil Rights Era etc.?",,"How long is the poem? The longer the poem is, the more focus is demanded of the readers.",,"Who wrote the poem? Does the poet's life suggest any special point of view such as political affiliation, religious sect, career interest, musical talent, family or personal problems, travel, etc.?",,When was the poem written and in what country? Such information will help readers understand what's in a poem and why?,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,1999,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 1999.
4895,472,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which among the following options best explains what imagery is?,,,Cartoon shows that makes everyone laugh,,When an author compares two things,,The author sends mental images in the reader's mind using words,,Expressive picture hanging on the wall,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2000,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2000.
4896,473,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"""My two decades of experience in a journalism teacher, my tireless commitment to the children in this community, and my willingness to share my pedagogical knowledge make me an ideal candidate for principalship,"" is an example of an appeal to ____________.",,,pathos,,ethos,,bathos,,logos,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2001,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2001.
4897,474,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"In a novel or a short story, this is the point of view assumed by the narrator from which he is able to tell everything that happens in the story. This is known as ________.",,,eyewitness,,omniscient,,first person,,stream of consciousness,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2002,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2002.
4898,475,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,Which type of paragraph has the goal of convincing another person to change or think about changing his/her opinion on something?,passage_page_01_q475,,Descriptive,,Persuasive,,Expository,,Narrative,,,,,,LET Secondary,English,Reading Comprehension,Cannot Determine,No,2003,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2003.
4899,476,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"A plot device in literature which is usually employed where visions are realized due to the action of the character who tries to prevent them. An example of this is""Oedipus Rex"".",,,Oracle,,Foresight,,Self-fulfilling prophecy,,Insight,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2004,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2004.
4900,476,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"The ten commandments of a modern story are: it must have compression, unit, immediateness, momentum, characterization, verisimilitude, style, culmination, soul, and it must be ____________.",,,Publishing,,short,,read in one sitting,,complete in one reading,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2005,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2005.
4901,477,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,What is the method of storytelling in which the narrator known's the thoughts and feeling in all the characters in the story?,,,Third person limited,,Second person point-of-view,,First person point-of-view,,Third person omniscient,,,,,,LET Secondary,English,Teaching Strategies,Cannot Determine,No,2006,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2006.
4902,478,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The stylistic device in which a word or phrase is separated at the end of successive clauses.,,,polypoton,,epiphora,,gradatio,,symploce,,,,,,LET Secondary,English,Vocabulary,Cannot Determine,No,2007,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2007.
4903,479,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,The most important sentence in any essay is ____________.,,,the first sentence in the body of the paragraph,,the thesis sentence of the conclusion,,the first sentence of the introduction,,the final sentence of the introduction,,,,,,LET Secondary,English,Grammar,Cannot Determine,No,2008,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2008.
4904,480,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"A scene in a short story, a novel, a narrative poem, or a play that interrupts the story to show an event that happened earlier or in the past is known as _____________.",passage_page_01_q480,,foreshadowing,,review,,retreat,,flashback,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2009,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2009.
4905,481,1,14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,doc,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/A. ENGLISH/MORE REVIEWERS/14. ENGLISH MAJOR 1300+ Q&A DRILLS WITH ANSWER KEYS (COLOR HIGHLIGHTED).doc,"The glass unicorn in the Glass Menagerie, the rocking horse in the ""Rocking-horse Winner, and the road in Robert Frost's ""The Road Not Taken"" are all examples of ___________.",,,fable,,imagery,,subject,,symbolism,,,,,,LET Secondary,English,Needs Review,Cannot Determine,No,2010,0.72,Duplicate,Path identifies a LET Secondary English major source. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2010.
