No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
1124,23,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"An artistic gymnastic terminology for tumbling type movements. Examples are cartwheel, handspring, etc.",,,Stretchy,,Elastic,,Acrobatic,,Supple,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1125,24,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,It is an aesthetic combination of the body movements to music with portable apparatus.,,,Artistic Gymnastics,,Educational Gymnastics,,Rhythmic Sportive Gymnastics,,Sports Aerobics,,,,,,LET Secondary,Music,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1126,25,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,A gymnastics position in which the legs are separated sideways.,,,Scale,,Straddle,,Split,,Supine,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,1081,0.52,Duplicate,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item. Duplicate or near-duplicate of row 1081.
1127,26,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,It refers to the harmonious relation between body and mind where parts and segments of the body move in different ways and directions in a gymnastics routine.,,,Cooperation,,Coordination,,Concentration,,Collaboration,,,,,,LET Secondary,Cannot Determine,Classroom Management,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1128,27,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,A regulated external force acting to produce a greater range of flexibility in a relatively inactive muscle.,,,Active Stretching,,Inactive Stretching,,Passive Stretching,,Proactive Stretching,,,,,,LET Secondary,Cannot Determine,Physics,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1129,28,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,It means bending or reducing length. It decreases the angle of the joint.,,,Extension,,Contraction,,Flexion,,Reduction,,,,,,LET Secondary,Cannot Determine,Geometry,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1130,29,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,Being the first to conduct gymnastics as part of education. He was the first modern writer and teacher of organized gymnastics for whom records survive.,,,Per Henrik Ling,,Franz Nachtegall,,Johann Basedow,,Gerhard Vieth,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1131,30,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"It is a self-motivating activity, where one can manipulate the different parts of the body into varied positions or movements.",,,Physical Education,,Physical Fitness,,Gymnastics,,Movements,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1132,31,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,A person who helps a performer to go about a skill for the first time.,,,Helper,,Spotter,,Assistant,,Spotting,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1133,32,2,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"This locomotor movement, which is a combination of a step and a cut that shows shifting of weight or displacement of the other foot.",,,Leap,,Skip,,Gallop,,Hop,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1134,33,2-3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"The Great Grandfather of Gymnastics wrote many influential books including carefully chosen gymnastics exercises for girls in 1818. He wrote Gymnas tics for Youth, the first book on modern gymnastics in 1793. He describes the use of sloping beams, climbing poles, ladders and ropes along with the balancing beam and the swinging beam.",,,Johann Guts Muth,,Johann Pestalow,,Friedrich Ludwig Jahn,,Adolph Spiess,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1135,34,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,The muscles move a limb away from the vertical mid-line of the body.,,,Abduction,,Extension,,Adduction,,Rotation,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1136,35,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,Which of these body parts keeps one in state of equilibrium during a one leg balance?,,,Legs,,Trunk Arms,,Trunk,,Head,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1137,36,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"He formed a gymnastics club, opened a private gymnasium and through his success encouraged the government to incorporate training into its school curriculum. His gymnastics program in Denmark emphasized mass calis thenics, mass vaulting, and drills using dumbbells and balls.",,,Johann Pestalow,,Adolph Spiess,,Gerhard Vieth,,Franz Nachtegall,,,,,,LET Secondary,Curriculum Development,Government,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1138,37,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,A series of selected exercises that help relieve physical discomfort or restore function to disabled people.,,,Creative Gymnastics,,Competitive Gymnastics,,Therapeutic or Remedial Gymnastics,,Educational Gymnastics,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1139,38,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"Type of “stretching,” when the gymnast uses her own strength to manipulate the stretch movements produced by muscle contraction.",,,Active Stretching,,Inactive Stretching,,Passive Stretching,,Proactive Stretching,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1140,39,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,He was one of the great gymnastics leaders and called the “Father of Swedish gymnastics.”,,,Friedrich Ludwig Jahn,,Johann Pestalow,,Per Henrik Ling,,Adolph Spiess,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1141,40,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"It consists of prescribed sets of events for men and women, each of which is scored separately in order to determine a winner.",,,Therapeutic or Remedial Gymnastics,,Competitive Gymnastics,,Creative Gymnastics,,Educational Gymnastics,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1142,41,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,The “Father of School Gymnastics” who taught gymnastics to his classes in Switzerland and added marching and free exercises to music.,,,Adolph Spiess,,Franz Nachtegall,,Johann Basedow,,Gerhard Vieth,,,,,,LET Secondary,Music,Needs Review,Cannot Determine,No,,0.72,Needs Answer,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1143,42,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"Women’s Artistic Gymnastics (WAG) is a Gymnastics discipline played in four (4) events, except one of the following.",,,Horse Vault,,Asymmetrical Bars,,Balance Beam,,Horizontal Bar,,,,,,LET Secondary,Cannot Determine,Classroom Management,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1144,43,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,He was the first American contributor to gymnastics because he was instru mental in including gymnastics in the school curriculum.,,,Johann Pestalow,,Dr. Dudley Sargent C.Franz Nachtegall,,,,Gerhard Vieth,,,,,,LET Secondary,Curriculum Development,Curriculum Models,Cannot Determine,No,,0.47,Incomplete,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1145,44,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,Men’s Artistic Gymnastics (MAG) is a Gymnastics discipline played in six (6 events except one of the following.,,,Pommel Horse,,Asymmetrical Bars,,Parallel Bars,,Ring,,,,,,LET Secondary,Cannot Determine,Classroom Management,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1146,45,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"A planned series of dance skills, locomotor skills, gymnastics skills, and tumbling skills performed with or without music.",,,Movements,,Aerobics C.Exercise or Routine,,,,Rhythmic Activities,,,,,,LET Secondary,Music,Needs Review,Cannot Determine,No,,0.47,Incomplete,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1147,46,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,“The Father of Gymnastics.”,,,Friedrich Ludwig Jahn B.Johann Pestalow,,,,Franz Nachtegall,,`Adolph Spiess,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Incomplete,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1148,47,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,It is a quality of plasticity which gives the ability to do a wide range of movement.,,,Cool Down,,Relaxation,,Warm-up,,Aerobics,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1149,49,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,An imaginary straight line around which the hand apparatus or body rotates.,,,Axis,,Bloc,,Union,,Coalition,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1150,50,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,Ability to keep the center of gravity over the base of support and to maintain equilibrium.,,,Balance,,Stability,,Solidity,,Poise,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,1082,0.52,Duplicate,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item. Duplicate or near-duplicate of row 1082.
1151,51,3,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"A gymnastic movement in which , starting from a supine position, the torso and legs are raised vertically over the head and supported on the shoulders and arms.",,,Head stand,,Shoulder stand,,Arm stand,,Hand stand,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1152,52,3-4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"An inverted gymnastics control skill performed by supporting the body on both hands, with the arms straight and the body vertical.",,,Head Stand,,Shoulder Stand,,Arm Stand,,Hand Stand,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1153,53,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"It is a body position, in which the back is curved backwards, the chest is open and the body takes on a convex shape.",,,Arch Back,,Eagle Jump,,Split,,Tumbling,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1154,54,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,It is an acrobatic sporting discipline which combines some of the skills of artistic gymnastics on the floor with those of trampolining.,,,Split,,Tumbling,,Stunts,,Roll Out,,,,,,LET Secondary,Cannot Determine,Classroom Management,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1155,55,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,.It is an activities that serve as conditioning exercises and can be also be introductions to some gymnastics skills and tumbling skills.,,,Split,,Tumbling,,Stunts,,Roll Out,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1156,57,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"When we assess dance performance in terms of graceful and expressive movements, we use ____.",,,Epistemology,,Ontology,,Axiology,,Aesthetics,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1157,58,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"Which type of gymnastics event combines gymnastics, dance ballet and apparatus manipulation?",,,Men’s Artistic Gymnastics,,Rhythmic Gymnastics,,Women’s Artistic Gymnastics,,None of the above,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1158,59,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"In gymnastics, safety is of primary concern. What should a performer do when he/she loses balance in a stunt?",,,Land with bended knees,,Land on both feet,,Stand Straight,,Roll out,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1159,60,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"Spotting has a two fold purpose. First is the performer’s safety and prevention of injury and second, is the guiding of performer to help develop body awareness. Which among the roles of a spotter is the most difficult to perform?",,,To prevent a hazardous fall,,To help develop self confidence,,To help support the body weight,,To assist performer carry out the stunts,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1160,61,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"In a pike postion, the body is fully bent forward at the hips while legs are kept straight. Pike can be performed in three positions. What are they?",,,"1,2 and 3",,"2,3 and 4",,"1,3 and 4",,"1,2 and 4",,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1161,62,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,What contribution of Friedrich Ludwig Jahn of Germany made him the “father of modern gymnastics”?,,,"He developed the bars ( side, horizontal and parallel ), balance beam and jumping events.",,He included physical exercises with other forms of instruction.,,He developed a more graceful form of the sport.,,He invented more than 40 pieces of apparatus.,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1162,63,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,What is the official name of the governing body for gymnastics worldwide?,,,International Federation de Gymnastique. C.Gymnastique Federation Internationale,,Federation Internationale de Gymnastique,,,,None of the above,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Incomplete,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1163,64,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,"For better execution of an inverted stand, the center of weight must be ________ the center of support.",,,positioned under,,Positioned over,,Positioned behind,,of the same level as,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1164,65,4,8. LET REVIEWER BPED - GYMNASTICS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/8. LET REVIEWER BPED - GYMNASTICS.pdf,Which Gymnastic position is often used to complete a back extension and cartwheel? The weight is supported on one leg while the other leg is extended at the rear. The extended lg is kept straight with the pointed and the chest is kept erect.,,,Lunge,,Pli or Pli,,Arabesque,,Relev or Releve,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. No answer key or embedded answer was matched for this item.
1165,1,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"To enjoy satisfying life, you need to maintain a healthy lifestyle not only in food intake but also in activities that can develop endurance. What particular activities you can do?",,,Practice yoga,,Brisk walking and jogging,,Fast running,,Regular exercise,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1166,2,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Cardiovascular endurance is necessary for you to become a sprinter, which activity promotes the development of the component?",,,3 to 5 k run regularly,,Continues jogging,,Brisk running,,Stationary movement,,,,,,LET Secondary,Cannot Determine,Child Development,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1167,3,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,"Cardiovascular fitness, body composition, flexibility, muscular strength and endurance are the specific test for one component of physical fitness. What component is being described?",,,Skill Related Component,,Socially related,,Health related component,,Emotionally related,,,,,,LET Secondary,Cannot Determine,Assessment Tools,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1168,4,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,A Skill Related Component that assure stability and maintenance of an upright posture while still or moving and doing some routine activities,,,Agility,,Power,,Reaction time,,Balance,,,,,,LET Secondary,Cannot Determine,Classroom Management,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
1169,5,1,9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/C. BPED & MAPEH/Reviewers/9. CBRC ANALYTICAL FINAL COACHING - MAPEH (5).pdf,Ply metric training requires quick movement from one marker to another. What physical components of a football player can be enhancing with this movement?,,,Strength,,Speed,,Agility,,Flexibility,,,,,,LET Secondary,Cannot Determine,Cannot Determine,Cannot Determine,No,,0.27,Needs Review,Path identifies a LET Secondary BPED/MAPEH major source. Answer key exists in source text but this item was not matched confidently.
